Plugin,Plugin Name,Severity,IP Address,Port,DNS Name,NetBIOS Name,Plugin Output,Solution,CVSS V3 Base Score,CVE,First Discovered,Last Observed
158094,Apache Solr Unauthenticated Access Information Disclosure,Medium,10.11.215.175,8982,soa-dev.nal.usda.gov,,"Plugin Output: Nessus has determined that the Apache Solr instance at http://soa-dev.nal.usda.gov:8982/solr
does not require authentication to access the node management pages. Nessus requested
http://soa-dev.nal.usda.gov:8982/solr/admin/cores?action=STATUS&indexInfo=false&wt=json and did
not receive a request for authorization.

Cores found: naldc-delong_shard2_replica_n4, carl-pubag_shard1_replica_n1, naldc-test_shard3_replica_n10, naldc-test_shard2_replica_n4, carl-naldc_shard1_replica_n1, pubag_shard3_replica_n10, naldclh_shard3_replica_n10, naldclh_shard2_replica_n4,",Update Apache Solr's configuration to require authentication.,5.3,,"Feb 21, 2022 18:00:43 UTC","Aug 3, 2022 05:01:18 UTC"
158094,Apache Solr Unauthenticated Access Information Disclosure,Medium,10.11.215.175,8983,soa-dev.nal.usda.gov,,"Plugin Output: Nessus has determined that the Apache Solr instance at http://soa-dev.nal.usda.gov:8983/solr
does not require authentication to access the node management pages. Nessus requested
http://soa-dev.nal.usda.gov:8983/solr/admin/cores?action=STATUS&indexInfo=false&wt=json and did
not receive a request for authorization.

Cores found: naldc-test_shard1_replica_n2, pubag_shard1_replica_n2, carl-naldc_shard3_replica_n4, naldc-delong_shard2_replica_n6, carl-pubag_shard2_replica_n2, naldclh_shard1_replica_n1, pubag_shard3_replica_n8, naldclh_shard2_replica_n6, naldc-delong_shard1_replica_n1, naldc-test_shard3_replica_n8,",Update Apache Solr's configuration to require authentication.,5.3,,"Feb 21, 2022 18:00:43 UTC","Aug 3, 2022 05:01:18 UTC"
158094,Apache Solr Unauthenticated Access Information Disclosure,Medium,10.11.215.187,8981,soa-stage-node1.nal.usda.gov,,"Plugin Output: Nessus has determined that the Apache Solr instance at http://soa-stage-node1.nal.usda.gov:8981/solr
does not require authentication to access the node management pages. Nessus requested
http://soa-stage-node1.nal.usda.gov:8981/solr/admin/cores?action=STATUS&indexInfo=false&wt=json and did
not receive a request for authorization.

Cores found: naldclh_shard3_replica_n6, naldclh_shard1_replica_n2, carl-pubag_shard2_replica_n2, naldc_shard1_replica_n2, carl-naldc_shard1_replica_n1,",Update Apache Solr's configuration to require authentication.,5.3,,"Feb 21, 2022 18:00:43 UTC","Aug 8, 2022 17:02:52 UTC"
158094,Apache Solr Unauthenticated Access Information Disclosure,Medium,10.11.215.187,8982,soa-stage-node1.nal.usda.gov,,"Plugin Output: Nessus has determined that the Apache Solr instance at http://soa-stage-node1.nal.usda.gov:8982/solr
does not require authentication to access the node management pages. Nessus requested
http://soa-stage-node1.nal.usda.gov:8982/solr/admin/cores?action=STATUS&indexInfo=false&wt=json and did
not receive a request for authorization.

Cores found: carl-pubag_shard1_replica_n1, carl-naldc_shard2_replica_n2, naldc_shard2_replica_n4, naldclh_shard3_replica_n7, naldclh_shard2_replica_n4,",Update Apache Solr's configuration to require authentication.,5.3,,"Feb 21, 2022 18:00:43 UTC","Aug 8, 2022 17:02:52 UTC"
158094,Apache Solr Unauthenticated Access Information Disclosure,Medium,10.11.215.187,8983,soa-stage-node1.nal.usda.gov,,"Plugin Output: Nessus has determined that the Apache Solr instance at http://soa-stage-node1.nal.usda.gov:8983/solr
does not require authentication to access the node management pages. Nessus requested
http://soa-stage-node1.nal.usda.gov:8983/solr/admin/cores?action=STATUS&indexInfo=false&wt=json and did
not receive a request for authorization.

Cores found: naldclh_shard2_replica_n5, naldclh_shard1_replica_n1, carl-pubag_shard3_replica_n4, naldc_shard2_replica_n5, carl-naldc_shard3_replica_n4, naldc_shard1_replica_n1,",Update Apache Solr's configuration to require authentication.,5.3,,"Feb 21, 2022 18:00:43 UTC","Aug 8, 2022 17:02:52 UTC"
158094,Apache Solr Unauthenticated Access Information Disclosure,Medium,10.11.215.196,8983,archivesspace-dev.nal.usda.gov,,"Plugin Output: Nessus has determined that the Apache Solr instance at http://archivesspace-dev.nal.usda.gov:8983/solr
does not require authentication to access the node management pages. Nessus requested
http://archivesspace-dev.nal.usda.gov:8983/solr/admin/cores?action=STATUS&indexInfo=false&wt=json and did
not receive a request for authorization.

Cores found: archivesspace,",Update Apache Solr's configuration to require authentication.,5.3,,"Apr 18, 2022 20:59:37 UTC","Aug 8, 2022 17:02:52 UTC"
158094,Apache Solr Unauthenticated Access Information Disclosure,Medium,10.11.215.212,8983,archivesspace-stage.nal.usda.gov,,"Plugin Output: Nessus has determined that the Apache Solr instance at http://archivesspace-stage.nal.usda.gov:8983/solr
does not require authentication to access the node management pages. Nessus requested
http://archivesspace-stage.nal.usda.gov:8983/solr/admin/cores?action=STATUS&indexInfo=false&wt=json and did
not receive a request for authorization.

Cores found: archivesspace,",Update Apache Solr's configuration to require authentication.,5.3,,"Mar 16, 2022 04:48:39 UTC","Aug 3, 2022 05:01:18 UTC"
158094,Apache Solr Unauthenticated Access Information Disclosure,Medium,10.11.217.112,8981,soa-node1.nal.usda.gov,,"Plugin Output: Nessus has determined that the Apache Solr instance at http://soa-node1.nal.usda.gov:8981/solr
does not require authentication to access the node management pages. Nessus requested
http://soa-node1.nal.usda.gov:8981/solr/admin/cores?action=STATUS&indexInfo=false&wt=json and did
not receive a request for authorization.

Cores found: pubag_shard2_replica_n4, naldc_shard3_replica_n8, naldc_shard1_replica_n3, pubag_shard3_replica_n10,",Update Apache Solr's configuration to require authentication.,5.3,,"Apr 1, 2022 11:38:47 UTC","Aug 3, 2022 05:01:18 UTC"
158094,Apache Solr Unauthenticated Access Information Disclosure,Medium,10.11.217.112,8982,soa-node1.nal.usda.gov,,"Plugin Output: Nessus has determined that the Apache Solr instance at http://soa-node1.nal.usda.gov:8982/solr
does not require authentication to access the node management pages. Nessus requested
http://soa-node1.nal.usda.gov:8982/solr/admin/cores?action=STATUS&indexInfo=false&wt=json and did
not receive a request for authorization.

Cores found: naldc_shard2_replica_n6, pubag_shard3_replica_n8, pubag_shard1_replica_n2, naldc_shard1_replica_n1,",Update Apache Solr's configuration to require authentication.,5.3,,"Apr 1, 2022 11:38:47 UTC","Aug 3, 2022 05:01:18 UTC"
158094,Apache Solr Unauthenticated Access Information Disclosure,Medium,10.11.217.112,8983,soa-node1.nal.usda.gov,,"Plugin Output: Nessus has determined that the Apache Solr instance at http://soa-node1.nal.usda.gov:8983/solr
does not require authentication to access the node management pages. Nessus requested
http://soa-node1.nal.usda.gov:8983/solr/admin/cores?action=STATUS&indexInfo=false&wt=json and did
not receive a request for authorization.

Cores found: pubag_shard2_replica_n6, naldc_shard2_replica_n4, pubag_shard1_replica_n1, naldc_shard3_replica_n10,",Update Apache Solr's configuration to require authentication.,5.3,,"Feb 18, 2022 11:52:06 UTC","Aug 3, 2022 05:01:18 UTC"
158094,Apache Solr Unauthenticated Access Information Disclosure,Medium,10.11.217.115,8981,soa-node2.nal.usda.gov,,"Plugin Output: Nessus has determined that the Apache Solr instance at http://soa-node2.nal.usda.gov:8981/solr
does not require authentication to access the node management pages. Nessus requested
http://soa-node2.nal.usda.gov:8981/solr/admin/cores?action=STATUS&indexInfo=false&wt=json and did
not receive a request for authorization.

Cores found: naldc_shard3_replica_n8, pubag_shard2_replica_n6, naldc_shard1_replica_n2, pubag_shard1_replica_n1,",Update Apache Solr's configuration to require authentication.,5.3,,"Apr 6, 2022 06:34:32 UTC","Aug 3, 2022 05:01:18 UTC"
158094,Apache Solr Unauthenticated Access Information Disclosure,Medium,10.11.217.115,8982,soa-node2.nal.usda.gov,,"Plugin Output: Nessus has determined that the Apache Solr instance at http://soa-node2.nal.usda.gov:8982/solr
does not require authentication to access the node management pages. Nessus requested
http://soa-node2.nal.usda.gov:8982/solr/admin/cores?action=STATUS&indexInfo=false&wt=json and did
not receive a request for authorization.

Cores found: pubag_shard2_replica_n4, naldc_shard2_replica_n6, pubag_shard3_replica_n10, naldc_shard1_replica_n1,",Update Apache Solr's configuration to require authentication.,5.3,,"Apr 6, 2022 06:34:32 UTC","Aug 3, 2022 05:01:18 UTC"
158094,Apache Solr Unauthenticated Access Information Disclosure,Medium,10.11.217.115,8983,soa-node2.nal.usda.gov,,"Plugin Output: Nessus has determined that the Apache Solr instance at http://soa-node2.nal.usda.gov:8983/solr
does not require authentication to access the node management pages. Nessus requested
http://soa-node2.nal.usda.gov:8983/solr/admin/cores?action=STATUS&indexInfo=false&wt=json and did
not receive a request for authorization.

Cores found: naldc_shard2_replica_n4, pubag_shard3_replica_n8, pubag_shard1_replica_n2, naldc_shard3_replica_n10,",Update Apache Solr's configuration to require authentication.,5.3,,"Apr 6, 2022 06:34:32 UTC","Aug 3, 2022 05:01:18 UTC"
158094,Apache Solr Unauthenticated Access Information Disclosure,Medium,10.11.217.132,8983,archivesspace.nal.usda.gov,,"Plugin Output: Nessus has determined that the Apache Solr instance at http://archivesspace.nal.usda.gov:8983/solr
does not require authentication to access the node management pages. Nessus requested
http://archivesspace.nal.usda.gov:8983/solr/admin/cores?action=STATUS&indexInfo=false&wt=json and did
not receive a request for authorization.

Cores found: archivesspace,",Update Apache Solr's configuration to require authentication.,5.3,,"Mar 28, 2022 21:02:27 UTC","Aug 3, 2022 05:01:18 UTC"
158094,Apache Solr Unauthenticated Access Information Disclosure,Medium,10.11.217.133,8981,soa-node3.nal.usda.gov,,"Plugin Output: Nessus has determined that the Apache Solr instance at http://soa-node3.nal.usda.gov:8981/solr
does not require authentication to access the node management pages. Nessus requested
http://soa-node3.nal.usda.gov:8981/solr/admin/cores?action=STATUS&indexInfo=false&wt=json and did
not receive a request for authorization.

Cores found: naldc_shard3_replica_n8, pubag_shard2_replica_n6, naldc_shard1_replica_n2, pubag_shard1_replica_n1,",Update Apache Solr's configuration to require authentication.,5.3,,"Feb 21, 2022 18:00:43 UTC","Aug 3, 2022 05:01:18 UTC"
158094,Apache Solr Unauthenticated Access Information Disclosure,Medium,10.11.217.133,8982,soa-node3.nal.usda.gov,,"Plugin Output: Nessus has determined that the Apache Solr instance at http://soa-node3.nal.usda.gov:8982/solr
does not require authentication to access the node management pages. Nessus requested
http://soa-node3.nal.usda.gov:8982/solr/admin/cores?action=STATUS&indexInfo=false&wt=json and did
not receive a request for authorization.

Cores found: pubag_shard2_replica_n4, naldc_shard2_replica_n6, pubag_shard3_replica_n10, naldc_shard1_replica_n1,",Update Apache Solr's configuration to require authentication.,5.3,,"Feb 21, 2022 18:00:43 UTC","Aug 3, 2022 05:01:18 UTC"
158094,Apache Solr Unauthenticated Access Information Disclosure,Medium,10.11.217.133,8983,soa-node3.nal.usda.gov,,"Plugin Output: Nessus has determined that the Apache Solr instance at http://soa-node3.nal.usda.gov:8983/solr
does not require authentication to access the node management pages. Nessus requested
http://soa-node3.nal.usda.gov:8983/solr/admin/cores?action=STATUS&indexInfo=false&wt=json and did
not receive a request for authorization.

Cores found: naldc_shard2_replica_n4, pubag_shard3_replica_n8, pubag_shard1_replica_n2, naldc_shard3_replica_n10,",Update Apache Solr's configuration to require authentication.,5.3,,"Feb 21, 2022 18:00:43 UTC","Aug 3, 2022 05:01:18 UTC"
158094,Apache Solr Unauthenticated Access Information Disclosure,Medium,10.11.217.134,443,ip-10-11-217-134.nal.usda.gov,,"Plugin Output: Nessus has determined that the Apache Solr instance at https://10.11.217.134/solr
does not require authentication to access the node management pages. Nessus requested
https://10.11.217.134/solr/admin/cores?action=STATUS&indexInfo=false&wt=json and did
not receive a request for authorization.

Cores found: naldc_shard2_replica_n4, pubag_shard3_replica_n8, pubag_shard1_replica_n2, naldc_shard3_replica_n10,",Update Apache Solr's configuration to require authentication.,5.3,,"Jul 20, 2022 05:09:17 UTC","Aug 3, 2022 05:01:18 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.208.24,3389,acunetix.nal.usda.gov,usda.net\ARSMDBE23ACUNET,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Apr 6, 2022 06:34:32 UTC","Aug 3, 2022 05:01:18 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.208.60,3389,arsmdbe23ni002.nal.usda.gov,usda.net\ARSMDBE23NI002,"Plugin Output: 
TLSv1.1 is enabled and the server supports at least one cipher.

TLSv1.1 is enabled and the server supports at least one cipher.","Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Apr 6, 2022 06:34:32 UTC","Aug 3, 2022 10:23:12 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.208.100,3389,syslog-servers.nal.usda.gov,usda.net\ARSMDBE23SYSLG3,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Apr 6, 2022 06:34:32 UTC","Aug 3, 2022 05:01:18 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.208.195,443,arsmdbe20vcenter.nal.usda.gov,,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Apr 6, 2022 06:34:32 UTC","Aug 3, 2022 10:23:12 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.208.195,636,arsmdbe20vcenter.nal.usda.gov,,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Apr 6, 2022 06:34:32 UTC","Aug 3, 2022 10:23:12 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.208.195,5480,arsmdbe20vcenter.nal.usda.gov,,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Apr 6, 2022 09:28:59 UTC","Aug 3, 2022 10:23:12 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.208.195,9443,arsmdbe20vcenter.nal.usda.gov,,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Apr 6, 2022 06:34:32 UTC","Aug 3, 2022 10:23:12 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.208.215,3389,ip-10-11-208-215.nal.usda.gov,,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Jun 6, 2022 17:00:27 UTC","Aug 3, 2022 05:01:18 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.208.240,50000,sp-netapp01.nal.usda.gov,,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Apr 6, 2022 06:34:32 UTC","Aug 3, 2022 05:01:18 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.208.241,50000,sp-netapp02.nal.usda.gov,,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Apr 6, 2022 06:34:32 UTC","Aug 3, 2022 05:01:18 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.209.28,3389,ip-10-11-209-28.nal.usda.gov,usda.net\ARSMDBE24195740,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Apr 20, 2022 07:36:18 UTC","Aug 1, 2022 20:04:38 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.209.29,3389,ip-10-11-209-29.nal.usda.gov,usda.net\ARSMDBE24195081,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Apr 6, 2022 06:34:32 UTC","Aug 3, 2022 05:01:18 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.209.30,3389,ip-10-11-209-30.nal.usda.gov,usda.net\ARSMDBE34004253,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Jun 13, 2022 17:01:04 UTC","Aug 3, 2022 05:01:18 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.209.142,3389,ip-10-11-209-142.nal.usda.gov,usda.net\ARSMDBE24YD1JL2,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Apr 6, 2022 06:34:32 UTC","Aug 3, 2022 05:01:18 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.209.145,3389,ip-10-11-209-145.nal.usda.gov,usda.net\ARSMDBE24195105,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Apr 6, 2022 06:34:32 UTC","Aug 1, 2022 20:04:38 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.210.25,3389,ip-10-11-210-25.nal.usda.gov,usda.net\ARSMDBE34004254,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"May 2, 2022 18:48:28 UTC","Aug 3, 2022 05:01:18 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.210.26,3389,ip-10-11-210-26.nal.usda.gov,usda.net\ARSMDBE34004255,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Jul 18, 2022 16:38:28 UTC","Aug 3, 2022 05:01:18 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.210.27,3389,ip-10-11-210-27.nal.usda.gov,usda.net\ARSDCWA25000054,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Apr 11, 2022 18:55:04 UTC","Aug 1, 2022 20:04:38 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.210.29,3389,ip-10-11-210-29.nal.usda.gov,usda.net\ARSMDBE35001105,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Aug 1, 2022 20:04:38 UTC","Aug 3, 2022 05:01:18 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.210.31,3389,ip-10-11-210-31.nal.usda.gov,usda.net\AIODCWA24000027,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Jul 11, 2022 17:00:50 UTC","Aug 3, 2022 05:01:18 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.210.32,3389,ip-10-11-210-32.nal.usda.gov,usda.net\ARSMDBE25195613,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Jun 27, 2022 18:22:04 UTC","Aug 1, 2022 20:04:38 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.210.40,3389,ip-10-11-210-40.nal.usda.gov,usda.net\ARSMDBE24195091,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Apr 6, 2022 06:34:32 UTC","Aug 3, 2022 05:01:18 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.210.100,3389,ip-10-11-210-100.nal.usda.gov,usda.net\ARSMDBE24195097,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Apr 11, 2022 18:55:04 UTC","Aug 1, 2022 20:04:38 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.210.133,3389,ip-10-11-210-133.nal.usda.gov,usda.net\ARSMDBE25195633,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Jul 11, 2022 17:00:50 UTC","Aug 1, 2022 20:04:38 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.210.140,3389,ip-10-11-210-140.nal.usda.gov,usda.net\ARSMDBE35004275,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"May 2, 2022 18:48:28 UTC","Aug 3, 2022 05:01:18 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.210.142,3389,ip-10-11-210-142.nal.usda.gov,usda.net\ARSMDBE34004248,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Jun 13, 2022 19:56:06 UTC","Aug 3, 2022 05:01:18 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.210.143,3389,ip-10-11-210-143.nal.usda.gov,usda.net\ARSMDBE34004249,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Jul 11, 2022 23:55:12 UTC","Aug 3, 2022 05:01:18 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.210.146,3389,ip-10-11-210-146.nal.usda.gov,usda.net\ARSMDBE25195612,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Jun 13, 2022 19:56:06 UTC","Aug 8, 2022 17:02:52 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.210.148,3389,ip-10-11-210-148.nal.usda.gov,usda.net\ARSMDBE24195032,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Apr 6, 2022 06:34:32 UTC","Aug 8, 2022 17:02:52 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.210.149,3389,ip-10-11-210-149.nal.usda.gov,usda.net\ARSMDBE25195601,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Apr 25, 2022 18:45:31 UTC","Aug 8, 2022 17:02:52 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.210.150,3389,ip-10-11-210-150.nal.usda.gov,usda.net\ARSMDBE24194496,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Apr 11, 2022 18:55:04 UTC","Aug 1, 2022 20:04:38 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.210.151,3389,ip-10-11-210-151.nal.usda.gov,usda.net\ARSMDBE25195655,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Apr 11, 2022 18:55:04 UTC","Aug 3, 2022 05:01:18 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.210.152,3389,ip-10-11-210-152.nal.usda.gov,usda.net\ARSMDBE25194807,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Apr 11, 2022 18:55:04 UTC","Aug 8, 2022 17:02:52 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.210.157,3389,ip-10-11-210-157.nal.usda.gov,usda.net\ARSMDBE25VCGH53,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Apr 6, 2022 06:34:32 UTC","Aug 3, 2022 05:01:18 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.210.162,3389,ip-10-11-210-162.nal.usda.gov,usda.net\ARSMDBE24YGZHL2,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Apr 6, 2022 06:34:32 UTC","Aug 3, 2022 05:01:18 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.210.163,3389,ip-10-11-210-163.nal.usda.gov,usda.net\ARSMDBE25195640,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Apr 25, 2022 18:45:31 UTC","Aug 3, 2022 05:01:18 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.210.164,3389,ip-10-11-210-164.nal.usda.gov,usda.net\ARSMDBE35004260,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"May 2, 2022 18:48:28 UTC","Aug 1, 2022 20:04:38 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.215.31,443,bigip-self1-215.nal.usda.gov,,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Apr 6, 2022 06:34:32 UTC","Aug 8, 2022 17:02:52 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.215.32,443,bigip-self2-215.nal.usda.gov,,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Apr 6, 2022 06:34:32 UTC","Aug 8, 2022 17:02:52 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.215.33,443,bigip-float-215.nal.usda.gov,,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Apr 6, 2022 06:34:32 UTC","Aug 8, 2022 17:02:52 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.215.180,3389,agclass-stage-node1.nal.usda.gov,ARSMDBE23NALT-S\ARSMDBE23NALT-S,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Apr 6, 2022 06:34:32 UTC","Aug 8, 2022 17:02:52 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.215.196,25,archivesspace-dev.nal.usda.gov,,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Apr 18, 2022 20:59:37 UTC","Aug 8, 2022 17:02:52 UTC"
157288,TLS Version 1.1 Protocol Deprecated,Medium,10.11.215.212,25,archivesspace-stage.nal.usda.gov,,Plugin Output: TLSv1.1 is enabled and the server supports at least one cipher.,"Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.",6.5,,"Apr 6, 2022 06:34:32 UTC","Aug 3, 2022 05:01:18 UTC"
